X-Value,Y-Value,Speed,Number
89.42536958,91.11732462,100,1
89.6582171,93.06520973,94,1
44.71864568,93.6577981,100,2
44.9514932,94.51655571,94,2
23.0638263,97.62474003,100,6
23.0638263,98.0017457,94,6
180.003055,91.15748373,100,12
181.1672926,94.80198424,94,12
269.8821978,91.27088207,100,13
270.3478928,94.14035906,94,13
315.7531593,92.20735103,100,14
316.367618,94.61605767,94,14
359.9941881,92.29539993,100,16
